STEP	TIME_START_RAW	TIME_END_RAW	STEP_RAW	STEP_BITS	CENTER_X_RAW	CENTER_Y_RAW	CENTER_W_RAW	CENTER_ELL_RAW	RADIUS_RAW	LOCAL_RADIUS_RAW	MU_RAW	MU_H_RAW	AMPLIFICATION_RAW	PICARD_ITERATIONS	CONTRACTION_RAW	BEFORE_SIGN	AFTER_SIGN	EVENT_INDEX
995	24372809081931096403331151119798517256272426999208009007104	24397329010584950625064884672232922203210326825162946641920	24519928653854221733733552434404946937899825954937634816	8	35860182403146224860686048386890507574747674462977220819537	1046756507217673388126470362801209222135081889961267409132	-78464265122080798182064163029961448415476201086982679006915	-88643403446291994830036230061316295653218837675306152233870	140751012910731030147152878511510052	31	30664542372651025704580773547657625794827208274656564339522	119783368643168069158518646670537600761043782322877204452	6398035297152751602635471847240556211789837882056868139623	35	168773920848100673778140853700830535640451215266368679038	-1	-1	0
996	24397329010584950625064884672232922203210326825162946641920	24421848939238804846798618224667327150148226651117884276736	24519928653854221733733552434404946937899825954937634816	8	35838161622287525970726522385419955527554627417349761151117	1050057616297587687767866943955231534325509983053806382870	-78681418698786208628641407753154931574062784478997133015773	-88652254027983663694766467498878530010197283598843699477479	143459904213442153458997282845371837	31	30633251954040185313967258690326071238841241890170303598220	119661140445469473882684604259086215776723601133477748431	6397910715340568354627869362979737514591282516091360715310	35	168700997753177917350151709127896109652523253043353018063	-1	-1	0
997	24421848939238804846798618224667327150148226651117884276736	24446368867892659068532351777101732097086126477072821911552	24519928653854221733733552434404946937899825954937634816	8	35816089595683799092180669361102929086794277979361762035455	1053425710725142772083001371100493586148108148855943650144	-78897665828597351608983041481447513288683120954090114567735	-88660780511245906642990988340570798599037671631419217767287	146219233639555911566066873891970900	30	30614600550456126617374670200396833682210831813793355064515	119588283400219244599119805470300131571136061772630293221	6397836456520972935502419368716155156780069360199045742020	35	168628140707927688066586910339110025446935713682505562853	-1	-1	0
998	24446368867892659068532351777101732097086126477072821911552	24470888796546513290266085329536137044024026303027759546368	24519928653854221733733552434404946937899825954937634816	8	35793965157536551169932817061756306503244758210615379387319	1056861035918962429594699200125525102416165483190064321866	-79113008678359956261890545423316132558616665085444441691947	-88668985128959119094400172424333814033150713476697799894809	149029908136680497903014097215443573	30	30595965134611413581891055686410018899189711641715784646888	119515488807075834304261936275039136324959811100452283777	6397762262215861121675392549350744972280230786909002310884	36	168555346114784277771729041143849030200759463010327553409	-1	-1	0
999	24470888796546513290266085329536137044024026303027759546368	24495408725200367511999818881970541990961926128982697181184	24519928653854221733733552434404946937899825954937634816	8	35771787142717535240467806995926389980761443767293151731410	1060363845613045842661862006787681576900767391950630509626	-79327449404783139944986026773248825480523967780040604166398	-88676870115308944523689610021113690144149206460926302736676	151892850285679654173912770312161216	30	30577344794599358489574687340000601445127053552526057182548	119442753103903744099901122421877349395027552939554910870	6397688128792442436234853239850127116825115765527716340295	35	168482610411612187567368227290687243270827204849430180502	-1	-1	0
1000	24495408725200367511999818881970541990961926128982697181184	24519928653854221733733552434404946937899825954937634816000	24519928653854221733733552434404946937899825954937634816	8	35749554386685215774165997761455594781550906547953936556834	1063934401807202377770260347101173025525051254860299037213	-79540990154331344571642776479613042898093912147297557770981	-88684437705836109245559563934370782477298431701818534244802	154808998555353478461071392461559438	30	30558738627447398531534096825539824445553817438318448115123	119370072763466400513805065724764939240444599368431437950	6397614052653665428596871855501816790390835207170522318760	36	168409930071174843981272170593574833116244251278306707582	-1	-1	0
1001	24519928653854221733733552434404946937899825954937634816000	24544448582508075955467285986839351884837725780892572450816	24519928653854221733733552434404946937899825954937634816	8	35727265725404179933725525967873477893719034569450037539636	1067572974718533988976849172202352891603726057129533662059	-79753633063118974623633580444735009259819121269285231503650	-88691690137486594621581391686569575331086839940870197095245	157779307560939559844446511837923092	30	30540145738985078001263493343429905833800893621296819200952	119297444292910460942435520872773069663284740708190700004	6397540030237689692355019032073018212053785996385104474924	36	168337301600618904409902625741582963539084392618065969636	-1	-1	0
1002	24544448582508075955467285986839351884837725780892572450816	24568968511161930177201019539273756831775625606847510085632	24519928653854221733733552434404946937899825954937634816	8	35704919995267497392705576481457954834463337151462878299519	1071279842733912258068146991625361767150037185931624390149	-79965380256807706321243452179894620747809100374785547850502	-88698629648662133918726779924999220899876117173118559374480	160804748326484578884476345610989148	31	30521565243715969613189600453549333600435852322932226490223	119224864233265506301521876771677084376702548136454009728	6397466058017373626655274241737602989079800848034670692991	35	168264721540973949768988981640486978252502200046329279360	-1	-1	0
1003	24568968511161930177201019539273756831775625606847510085632	24593488439815784398934753091708161778713525432802447720448	24519928653854221733733552434404946937899825954937634816	8	35682516033022032765036683508049442836791243164910543545881	1075055292363397501702041386451851770415115327148595780525	-80176233850506439013158524116871577102735559592206379931302	-88705258479271020888197186364064442144431884354299215921653	163886308551137026133277476811015324	30	30502996264693485043890694125486393224183836912440762648563	119152329158958925952698023927681223531968112939221729096	6397392132499777740385289422846024619186425344233820944263	35	168192186466667369420165128796491117407767764849096998728	-1	-1	0
1004	24593488439815784398934753091708161778713525432802447720448	24618008368469638620668486644142566725651425258757385355264	24519928653854221733733552434404946937899825954937634816	8	35660052675696716089637971054415726207866336722843574217465	1078899618194547756766642023927780469676803975976334590156	-80386195948673861403381998488032869616230177934101495129143	-88711578870779216965039745638700201870143962747732641004630	167024992879412206558320177409501457	31	30484437933400526580438738088134503068749364511155501908480	119079835677345806954838820656775402612302205121701179330	6397318250225683305625281430824698682037489897525022521237	35	168119692985054250422305925525585296488101857031576448962	-1	-1	0
1005	24618008368469638620668486644142566725651425258757385355264	24642528297123492842402220196576971672589325084712322990080	24519928653854221733733552434404946937899825954937634816	8	35637528760533778194180198747733828021143147620302145464258	1082813122847565811100973057960333534365627348911022426121	-80595268645023606762425938404037451228516597253937626982606	-88717593066261743813894874077244963678586490144962504841100	170221823175481216404058964534024836	30	30465889389632933508719836334088723772034799174331574640210	119007380428253646518436860680034077234510934274732713439	6397244407769126173810703289831640439648210590211539588646	35	168047237735962089985903965548843971110310586184607983071	-1	-1	0
