ATTEMPT_INDEX	LEAF_INDEX	LAYER	LEAF_ID	PARENT_DEPTH4_CELL_INDEX	DEPTH4_U_OFFSET	DEPTH4_S_OFFSET	SUB_U_OFFSET	SUB_S_OFFSET	U_DEPTH	U_INDEX	S_DEPTH	S_INDEX	CARRIER	STATUS	WORKER_RC	ELAPSED_MS	INPUT_SHA256	RUN_CHALLENGE	ATTEMPT_BINDING	STDOUT_SHA256	STDERR_SHA256	SUMMARY_SHA256	LEGACY_CERTIFICATE_PASS	TERMINAL_CERTIFIED	STRUCTURAL_PASS	HOMOGENEOUS_COMPUTATION_VALID	PROBE_PASS	LIOUVILLE_LOWER	LIOUVILLE_UPPER	JOINT_LOWER	JOINT_UPPER	JOINT_EQUALS_LIOUVILLE	EPISTEMIC_CERTIFICATE_PASS
330	165	D4	U07-0000000106_S08-0000000175	176	10	15	NA	NA	7	106	8	175	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3079	0e885cff5451d5a684d49658694f0457367a85ce1a1711076ce1f9cd7d7ba104	ef10de38cd32ee1ba9b4a8b28ec80407306f993c70286cbb8247d914f651693b	5ccd180ee36d7995b8321a1c9a82224c57c5fb844731b03812e76a01dbdac090	a7a10e3d856659e987c8c7e4d5a5d2ef1f93063c13212081ec41f8b9cb3a723c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f27160f3e341ap-36	-0x1.f21434f152891p-36	-0x1.f27160f3e341ap-36	-0x1.f21434f152891p-36	true	true
331	166	D4	U07-0000000107_S08-0000000162	179	11	2	NA	NA	7	107	8	162	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3245	75a86c8287a81063b3171702ac518ecca01918d72cd8e6bb488708fe6038f8d6	59d937a8d722ca5666dc967c04f4d7bcc7d763c999aa9f0f501ea6eede2dcffd	0df48b90883677e9a6485d90c6cddcc7fbc7d6cb9aa46dad51c864a1829c48fb	7e5896535f512d316cf2c54b7bb28d969fc2a349bf3c0c52aa280011c5b84427	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3dcf5520d559p-36	-0x1.f37fbec697f44p-36	-0x1.f3dcf5520d559p-36	-0x1.f37fbec697f44p-36	true	true
332	166	D4	U07-0000000107_S08-0000000162	179	11	2	NA	NA	7	107	8	162	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3072	75a86c8287a81063b3171702ac518ecca01918d72cd8e6bb488708fe6038f8d6	59d937a8d722ca5666dc967c04f4d7bcc7d763c999aa9f0f501ea6eede2dcffd	7bb57369907aa660cbfd7904baafeb948525c88c5080bdbc2bed594eb51a968f	58e89fab7cb2a131b41c70b6e9361284565a464a77e1f831b1a03b5e43855e1b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3dd091b75087p-36	-0x1.f37fab0078ca8p-36	-0x1.f3dd091b75087p-36	-0x1.f37fab0078ca8p-36	true	true
333	167	D4	U07-0000000107_S08-0000000163	180	11	3	NA	NA	7	107	8	163	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3183	ad9b67dfd3897c93eb538d9db86d76b92fbac4a687e9951f8a8b0159ee701b43	b24011c903d6eedddadd4c5fae9195b97ede234d1b333fa9c0702082dc28802a	1cb0664812e62081c14d532dfc7507c4f1f7f5f9316588ad69d54bc46f8b8e3b	9e7727f30701242130d4f539e2ea0097cbd51f25045fd6c56dffca0c8e3b3ce6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3c0b1062153ap-36	-0x1.f3637e5bf8b1p-36	-0x1.f3c0b1062153ap-36	-0x1.f3637e5bf8b1p-36	true	true
334	167	D4	U07-0000000107_S08-0000000163	180	11	3	NA	NA	7	107	8	163	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3081	ad9b67dfd3897c93eb538d9db86d76b92fbac4a687e9951f8a8b0159ee701b43	b24011c903d6eedddadd4c5fae9195b97ede234d1b333fa9c0702082dc28802a	e81d39d9dd99c7528b7372d73f5263135b0941cc9f95d7b5a9b23c845205eae3	525c8446cb997226d5c611d3e17e4bf814827c396f41a7b4efb51e3d9d3f121e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3c0c4cf1f2e7p-36	-0x1.f3636a96456edp-36	-0x1.f3c0c4cf1f2e7p-36	-0x1.f3636a96456edp-36	true	true
335	168	D4	U07-0000000107_S08-0000000164	181	11	4	NA	NA	7	107	8	164	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3185	5722408c7910be61f22105ed3b6d807fdc42f37a08614032f4ee3fdbad07ed54	aa427a8cfca6a27104c7b38e77b4de0702fd5483682c7309de2e98f2972de55c	ac584d8b5afaea2da8e854ccdb38acbe97e6189766ad78f83d26344d50b44a99	6399f895c8efe1ca839f53a7e931e5c47ecf80cce49e7be8f57971af5e693638	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3a46d86b9b59p-36	-0x1.f3473ebd741a3p-36	-0x1.f3a46d86b9b59p-36	-0x1.f3473ebd741a3p-36	true	true
336	168	D4	U07-0000000107_S08-0000000164	181	11	4	NA	NA	7	107	8	164	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3087	5722408c7910be61f22105ed3b6d807fdc42f37a08614032f4ee3fdbad07ed54	aa427a8cfca6a27104c7b38e77b4de0702fd5483682c7309de2e98f2972de55c	b70e6085417da5ab0f9afd2789574802d20e1a006cb26dce8c5e330c5e1ff702	52d52a2e780c1b7ccad597436d59b79964771be8a2e9bda7b19eaf07459c9c58	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3a4814f3487bp-36	-0x1.f3472af84255ap-36	-0x1.f3a4814f3487bp-36	-0x1.f3472af84255ap-36	true	true
337	169	D4	U07-0000000107_S08-0000000165	182	11	5	NA	NA	7	107	8	165	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3178	c997faf4040158a441a90a577ce6b5a92d6039395cec5a18c09beeed7e33f72a	45bc1bdd499ad464ad50dbaa30a8949e7ac7992ec62d0ef6ad90a008f4f5fec1	9580b9303e24bdac44969cb2fc7de63fdf1af9fe5b120809d506b483c9420cde	824abd52b791023e7e2534232bfeb542d8ccd775964a01fc8f52781066b96390	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3882adec802cp-36	-0x1.f32affdfb360fp-36	-0x1.f3882adec802cp-36	-0x1.f32affdfb360fp-36	true	true
338	169	D4	U07-0000000107_S08-0000000165	182	11	5	NA	NA	7	107	8	165	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3212	c997faf4040158a441a90a577ce6b5a92d6039395cec5a18c09beeed7e33f72a	45bc1bdd499ad464ad50dbaa30a8949e7ac7992ec62d0ef6ad90a008f4f5fec1	c805b41d71ac862088fd74c95b65fd5fa47ecee4f3f15daf7762d864a2ef59fb	1c3ec5bc87c5d74224d38f97ec3202e5f065d63423545587833cf7a7165589a0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3883ea7381cdp-36	-0x1.f32aec1a8c21ep-36	-0x1.f3883ea7381cdp-36	-0x1.f32aec1a8c21ep-36	true	true
339	170	D4	U07-0000000107_S08-0000000166	183	11	6	NA	NA	7	107	8	166	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3217	58744d7e516d0ce0fb5477f6c02e33409c5be42cb740155fa3998dba5ffd1627	cd2684bcc68194b9e08300dd089eef89957a5410dae2e9543bf7b658081d317b	ecb193378cb889d8965a3d67837332898b1ac9376ddb7af1d97809298ef1284d	c0ff1285042bf0b4ead50e9e51f9c1cf8cb640ff572ea2fd015736475351e816	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f36be8f858f95p-36	-0x1.f30ec1d94bfc1p-36	-0x1.f36be8f858f95p-36	-0x1.f30ec1d94bfc1p-36	true	true
340	170	D4	U07-0000000107_S08-0000000166	183	11	6	NA	NA	7	107	8	166	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3099	58744d7e516d0ce0fb5477f6c02e33409c5be42cb740155fa3998dba5ffd1627	cd2684bcc68194b9e08300dd089eef89957a5410dae2e9543bf7b658081d317b	eac10fdf0148187c19b3308fc8b708424405c3262e9ef591c7d330ffe140ab9b	89d8b314713e546255e2b8bcf96a304a49e3ed31eeaf0030277d8f98e190feb9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f36bfcbfee40bp-36	-0x1.f30eae1501dd1p-36	-0x1.f36bfcbfee40bp-36	-0x1.f30eae1501dd1p-36	true	true
341	171	D4	U07-0000000107_S08-0000000167	184	11	7	NA	NA	7	107	8	167	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3191	1eec3a77b877ba6f56206fedfbca36dba429774e361b30aef2c09d6c6231a70f	157e9f42ff97927248d5308bd95e475e82302a422bca5e6bbd26ee3f1a6bdb5e	2bbb9d59ee00fa46a7d9228c8120d29280fbe482a5269d7e3ac48f0a601985e6	a7ce84b8420d4209a68baa1738570cfc7a8bc6b80d11803c16ad45fbd28d4776	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f34fa7dd21ffp-36	-0x1.f2f284a02e8f7p-36	-0x1.f34fa7dd21ffp-36	-0x1.f2f284a02e8f7p-36	true	true
342	171	D4	U07-0000000107_S08-0000000167	184	11	7	NA	NA	7	107	8	167	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3076	1eec3a77b877ba6f56206fedfbca36dba429774e361b30aef2c09d6c6231a70f	157e9f42ff97927248d5308bd95e475e82302a422bca5e6bbd26ee3f1a6bdb5e	fb4be06ce0717c9e8a2e99b1ce7eb008ea0cb0ceff10c07452c6ac0fadb3eb04	8626bd6d626c223728011a99be035d50135feda2d0347870cb0f57ef09997f2e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f34fbba441f73p-36	-0x1.f2f270dc571e7p-36	-0x1.f34fbba441f73p-36	-0x1.f2f270dc571e7p-36	true	true
343	172	D4	U07-0000000107_S08-0000000168	185	11	8	NA	NA	7	107	8	168	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3188	b80740d2af81ef19b03ebc224ff0bbca6b6e4e54eaeaf70bbaa4fe68ae250deb	a336f8adf27abd3f5cc1e6aae9a3f0c7aca01a511408e513719bf4fb5784950f	5c2269b91c8fb1ef78094b97c807e075db84b3e376b4e83aaf6ca2d556ab2d06	ea22993d07918ab43588996e36575eb55a08a7e5903084f50e7063a5879bb7ea	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f333678ef32d2p-36	-0x1.f2d648327b02cp-36	-0x1.f333678ef32d2p-36	-0x1.f2d648327b02cp-36	true	true
344	172	D4	U07-0000000107_S08-0000000168	185	11	8	NA	NA	7	107	8	168	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3079	b80740d2af81ef19b03ebc224ff0bbca6b6e4e54eaeaf70bbaa4fe68ae250deb	a336f8adf27abd3f5cc1e6aae9a3f0c7aca01a511408e513719bf4fb5784950f	f76c202f0186a9dbede365636ca82b2dbc1d080db83395b1a1cbb5a6e01736b9	d5f89cc2ef2e4f77eef8e59058d4561d8f84448a08f003633b26b6a49963d4f0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3337b558fc1cp-36	-0x1.f2d6346f269afp-36	-0x1.f3337b558fc1cp-36	-0x1.f2d6346f269afp-36	true	true
345	173	D4	U07-0000000107_S08-0000000169	186	11	9	NA	NA	7	107	8	169	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3186	a0c20e2731a553daf8894e528316dd8c8557abd18ed1fa385f17c7c649fe1f8c	284ec2b5b0d13de49b4f66a6c3bd52371c346d8a8e7e2b08a4e00802df1acc5b	40382f51a3be5d5cdeeb803a040d1253fd579291c529bf7a2df840318e14e438	90d6043df12979e0cd4b92dac6e37dd07c562f024ec07056aa90a31cff77b340	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f317280d4185ep-36	-0x1.f2ba0c90b2eb8p-36	-0x1.f317280d4185ep-36	-0x1.f2ba0c90b2eb8p-36	true	true
346	173	D4	U07-0000000107_S08-0000000169	186	11	9	NA	NA	7	107	8	169	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3089	a0c20e2731a553daf8894e528316dd8c8557abd18ed1fa385f17c7c649fe1f8c	284ec2b5b0d13de49b4f66a6c3bd52371c346d8a8e7e2b08a4e00802df1acc5b	1ffbea975b80dd9d01608051145777ab15a1be468e932da6fb92950fedf6a108	3d463fbbc203d29b72ff0a3924e655428387ed25036bda467b760080dc074bb3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3173bd333afbp-36	-0x1.f2b9f8ce09f9fp-36	-0x1.f3173bd333afbp-36	-0x1.f2b9f8ce09f9fp-36	true	true
347	174	D4	U07-0000000107_S08-0000000170	187	11	10	NA	NA	7	107	8	170	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3183	25b861e810a36478f1723d6ecf09e9f722175c2c8f0c3d2b886c1b7abae03255	c3157570204a03bdc3c4b9b4ad05203157fc41170740a123d0c40952220c7369	5a32b344866a7c2f04da23041c20c1335cdb13b653c5c7cf6913f74f3423f121	8eb49099f6969ac547ec8848a2290cbb7a0e7961f99de9c9d916b34298c145d4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2fae957dce13p-36	-0x1.f29dd1bafeac2p-36	-0x1.f2fae957dce13p-36	-0x1.f29dd1bafeac2p-36	true	true
348	174	D4	U07-0000000107_S08-0000000170	187	11	10	NA	NA	7	107	8	170	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3080	25b861e810a36478f1723d6ecf09e9f722175c2c8f0c3d2b886c1b7abae03255	c3157570204a03bdc3c4b9b4ad05203157fc41170740a123d0c40952220c7369	d7c3da2bdb769099731f8660322c8b7a782e2693bf46f05f75adf7fbdf03bcde	31fd8d31583ede6612acea96b83ffd58e57b5430c5373e9fbbe7867bbe055ac2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2fafd1d569ap-36	-0x1.f29dbdf8cd99ap-36	-0x1.f2fafd1d569ap-36	-0x1.f29dbdf8cd99ap-36	true	true
349	175	D4	U07-0000000107_S08-0000000171	188	11	11	NA	NA	7	107	8	171	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3179	1a68247af521b779792c23290383e2baf53b3e990660c25df0b64a150e59d0f1	b7ead91d48ef14df8dbec182633f48f697eb8475cd0059ae888a48715f4048d7	995c4d8438bcbfc9abd1725c34e4302e109ec76ed0046767e29c8b89462d4b69	1bac71c4d1bff2c3e48c9bb1b849c5fe5258d63ae294ada252fe57e391f81912	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2deab6e4961ap-36	-0x1.f28197b1cdc8ap-36	-0x1.f2deab6e4961ap-36	-0x1.f28197b1cdc8ap-36	true	true
350	175	D4	U07-0000000107_S08-0000000171	188	11	11	NA	NA	7	107	8	171	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3094	1a68247af521b779792c23290383e2baf53b3e990660c25df0b64a150e59d0f1	b7ead91d48ef14df8dbec182633f48f697eb8475cd0059ae888a48715f4048d7	fa11cabee5d9a7f27f1c431b980960a37083191685f8b70581087ef39659aacb	a16b06722bc347153d97d6c021a776a19472f425321872a1f26ff08447cfa77a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2debf33aef32p-36	-0x1.f28183efb1c01p-36	-0x1.f2debf33aef32p-36	-0x1.f28183efb1c01p-36	true	true
351	176	D4	U07-0000000107_S08-0000000172	189	11	12	NA	NA	7	107	8	172	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3171	925bb793f6cf69d6fb03bcddf04e5c6cfb4558e407e7e0ef107308fe2d05aef8	c44e29963c00118b3bc01e39e7d0d0e315bdc90b59d0d2148eb42e22d958fba0	094e43ef68d02f85d7f0af41179609341d8014109a0c8ecfb488a385eca3d22a	32f7cb6201bdd0aa3b420069e7f017b7eee21426be2aa8eac2f8370f8675e915	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2c26e5148102p-36	-0x1.f2655e7456d8p-36	-0x1.f2c26e5148102p-36	-0x1.f2655e7456d8p-36	true	true
352	176	D4	U07-0000000107_S08-0000000172	189	11	12	NA	NA	7	107	8	172	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3074	925bb793f6cf69d6fb03bcddf04e5c6cfb4558e407e7e0ef107308fe2d05aef8	c44e29963c00118b3bc01e39e7d0d0e315bdc90b59d0d2148eb42e22d958fba0	345743831e1752463979a2f84b027cb1efd652e94fa141ead2c423681e1f70f6	554f4f10586f45b2c423d89236818eefeb77688da225bcc45675606be856b5e1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2c282163ae6p-36	-0x1.f2654ab2ad67fp-36	-0x1.f2c282163ae6p-36	-0x1.f2654ab2ad67fp-36	true	true
353	177	D4	U07-0000000107_S08-0000000173	190	11	13	NA	NA	7	107	8	173	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3167	7a9f8a152594fbaf76c97a05f9b28b58ad626f6489e5144e1cad66011680e971	71bfd027c509b7c6768d3a8eb71373388acf00fd187c664987457cb0ff8bd88d	deee9ba12405c112a657989ea0749ff27aaa9f1eb1374507b93e0dc2df702f7a	8bb65cc7083cb6a5f882afd8d8d0d1a57ca48c9ecab486e833f728061387c383	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2a632007232ep-36	-0x1.f2492602f6e28p-36	-0x1.f2a632007232ep-36	-0x1.f2492602f6e28p-36	true	true
354	177	D4	U07-0000000107_S08-0000000173	190	11	13	NA	NA	7	107	8	173	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3089	7a9f8a152594fbaf76c97a05f9b28b58ad626f6489e5144e1cad66011680e971	71bfd027c509b7c6768d3a8eb71373388acf00fd187c664987457cb0ff8bd88d	7df794c53c86c0bccf0400227a3528fdfb743d1c40e16da9f970c131af7932e3	14577682a345fa4225523c9f4dbd49e72593949cfa6bcbde9250c82fe904d639	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2a645c4fcf34p-36	-0x1.f2491241b489cp-36	-0x1.f2a645c4fcf34p-36	-0x1.f2491241b489cp-36	true	true
355	178	D4	U07-0000000107_S08-0000000174	191	11	14	NA	NA	7	107	8	174	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3202	d035657dbb262604fe4de5ae30711e532dec2df8f2a2cb5fac0fa6c2d6d0af98	5da0d406083e41fde67ebfd6cd39fc03e1993e68b06a2c6889f66e8f3aa3755a	7aac364be82dc211ea8f280e3fb7cbfdf4b555b49f92dcc0c03838d44c9f858b	30f5da9739a25275f3f178a46228fa8b3aadcdb51222706063498b9961144486	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f289f67bb41d9p-36	-0x1.f22cee5db47ep-36	-0x1.f289f67bb41d9p-36	-0x1.f22cee5db47ep-36	true	true
356	178	D4	U07-0000000107_S08-0000000174	191	11	14	NA	NA	7	107	8	174	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3074	d035657dbb262604fe4de5ae30711e532dec2df8f2a2cb5fac0fa6c2d6d0af98	5da0d406083e41fde67ebfd6cd39fc03e1993e68b06a2c6889f66e8f3aa3755a	3a5f1a177cfd94cf439523f781a3aecb008461f05e62d432bbe814139469b885	cd039e79407eb574a62c35339ae77426f6701d3583e650155b4becc218dbf7a7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f28a0a3fe3738p-36	-0x1.f22cda9cce454p-36	-0x1.f28a0a3fe3738p-36	-0x1.f22cda9cce454p-36	true	true
357	179	D4	U07-0000000107_S08-0000000175	192	11	15	NA	NA	7	107	8	175	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3152	2f500e9865ea6578fa2a19a57134159f646bfea7b717791a723e9992b32f1325	84cae80be3f6623b8789c7b96e620fa235bfd402c3af5031f3a0f515d516e920	4c92c41aa4d416b61fe857b3a51eec6bc6b72f8ba84eccca5195294848697d32	6ca1b1cd123c53ebf103cf295710963d7e8a7f7741cffc855377358ce447cd3f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f26dbbc343554p-36	-0x1.f210b784526f8p-36	-0x1.f26dbbc343554p-36	-0x1.f210b784526f8p-36	true	true
358	179	D4	U07-0000000107_S08-0000000175	192	11	15	NA	NA	7	107	8	175	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3127	2f500e9865ea6578fa2a19a57134159f646bfea7b717791a723e9992b32f1325	84cae80be3f6623b8789c7b96e620fa235bfd402c3af5031f3a0f515d516e920	e8000b10f7c0777ba2f812c4cbc25bf91a117978d36523b41851ed9e71dd9ba6	6000b181db4afe31900feaa3301f15b4956062ff345bb0225b3448e1a19b71ba	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f26dcf86fcf21p-36	-0x1.f210a3c3e24bp-36	-0x1.f26dcf86fcf21p-36	-0x1.f210a3c3e24bp-36	true	true
359	180	D4	U07-0000000108_S08-0000000163	196	12	3	NA	NA	7	108	8	163	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3175	6d282c597771915d14e021a035cc979c4fdf04259194b0e7645448fc5050ef13	9790e74043e68505d6780a6cdd33b751e4b3d7e7d540bd5b2f3f4fee84943754	02a646327cf6ae5c57708c7bd6f74467d538c219b0da6afa81ce5fc20f14b21f	6b25e568304eab0f545b689a0cb82ce3bf80a912f8978b67fbf54a741fdd6449	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3bd1dd0c32e6p-36	-0x1.f35feb652c3c5p-36	-0x1.f3bd1dd0c32e6p-36	-0x1.f35feb652c3c5p-36	true	true
360	180	D4	U07-0000000108_S08-0000000163	196	12	3	NA	NA	7	108	8	163	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3106	6d282c597771915d14e021a035cc979c4fdf04259194b0e7645448fc5050ef13	9790e74043e68505d6780a6cdd33b751e4b3d7e7d540bd5b2f3f4fee84943754	ddc51d7c9a3e3a2ecbe84d305ff552ae65b28640d7b5c6e52a5e3233dc730f29	907daaab9a37ece2114e0a6916b2ea437817411a69eed138b9108e1c2aa04aac	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3bd319993fd9p-36	-0x1.f35fd79fa5c29p-36	-0x1.f3bd319993fd9p-36	-0x1.f35fd79fa5c29p-36	true	true
361	181	D4	U07-0000000108_S08-0000000164	197	12	4	NA	NA	7	108	8	164	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3176	2741780d7df93e4edfa571cf447037d3120528cdda66eb7a372f7baaee03e839	0c0a9f4c287f6f578e561119b2b1de96f45065380bdd4e63ca3ba7480acc9ce8	e971439cc67289a64d5eb41c62f77a4575472672109b28a5a71e2b2c605d0520	51a5a7c7944f87e31af80bd96c931d9c913ce55d92787f9fc527633c0321388b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3a0da76e67f2p-36	-0x1.f343abecac076p-36	-0x1.f3a0da76e67f2p-36	-0x1.f343abecac076p-36	true	true
